0, 0, 1, 
0, 0, 2, 
0, 0, 3, 
0, 0, 4, 
0, 0, 5, 
0, 0, 6, 
0, 0, 7, 
0, 0, 8, 
0, 0, 9, 
0, 0, 10, 
0, 0, 11, 
0, 0, 12, 
0, 0, 13, 
0, 0, 14, 
0, 0, 15, 
0, 0, 16, 
0, 0, 17, 
0, 0, 18, 
0, 0, 19, 
0, 0, 20, 
0, 0, 21, 
0, 0, 22, 
0, 0, 23, 
0, 0, 24, 
0, 0, 25, 
0, 0, 26, 
0, 0, 27, 
0, 0, 28, 
0, 0, 29, 
0, 0, 30, 
0, 0, 31, 
0, 0, 32, 
0, 0, 33, 
0, 0, 34, 
0, 0, 35, 
0, 0, 36, 
0, 0, 37, 
0, 0, 38, 
0, 0, 39, 
0, 0, 40, 
0, 0, 41, 
0, 0, 42, 
0, 0, 43, 
1, 0, 44, 
2, 0, 45, 
3, 0, 46, 
4, 0, 47, 
5, 0, 48, 
6, 0, 49, 
6, 0, 50, 
7, 0, 51, 
8, 0, 52, 
9, 0, 53, 
10, 0, 54, 
11, 0, 55, 
12, 0, 56, 
13, 0, 57, 
14, 0, 58, 
15, 0, 59, 
16, 0, 60, 
17, 0, 61, 
17, 0, 62, 
17, 0, 63, 
17, 0, 64, 
17, 0, 65, 
17, 0, 66, 
17, 0, 67, 
17, 0, 68, 
17, 0, 69, 
17, 0, 70, 
17, 0, 71, 
17, 0, 72, 
17, 0, 73, 
17, 0, 74, 
17, 0, 75, 
17, 0, 76, 
17, 0, 77, 
17, 0, 78, 
17, 0, 79, 
17, 0, 80, 
17, 0, 81, 
17, 0, 82, 
17, 0, 83, 
17, 0, 84, 
17, 0, 85, 
17, 0, 86, 
17, 0, 87, 
17, 0, 88, 
17, 0, 89, 
17, 0, 90, 
17, 0, 91, 
17, 0, 92, 
17, 0, 93, 
17, 0, 94, 
17, 0, 95, 
17, 0, 96, 
17, 0, 97, 
17, 0, 98, 
17, 0, 99, 
17, 0, 100, 
17, 0, 101, 
17, 0, 102, 
17, 0, 103, 
17, 0, 104, 
17, 0, 105, 
17, 0, 106, 
17, 0, 107, 
17, 0, 108, 
17, 0, 109, 
17, 0, 110, 
17, 0, 111, 
17, 0, 112, 
17, 0, 113, 
17, 0, 114, 
17, 0, 115, 
17, 0, 116, 
17, 0, 117, 
17, 0, 118, 
17, 0, 119, 
17, 0, 120, 
17, 0, 121, 
17, 0, 122, 
17, 0, 123, 
17, 0, 124, 
17, 0, 125, 
17, 0, 126, 
17, 0, 127, 
17, 0, 128, 
17, 0, 129, 
17, 0, 130, 
17, 0, 131, 
17, 0, 132, 
17, 0, 133, 
17, 0, 134, 
17, 0, 135, 
17, 0, 136, 
17, 0, 137, 
17, 0, 138, 
17, 0, 139, 
17, 0, 140, 
17, 0, 141, 
17, 0, 142, 
17, 0, 143, 
17, 0, 144, 
17, 0, 145, 
17, 0, 146, 
17, 0, 147, 
17, 0, 148, 
17, 0, 149, 
17, 0, 150, 
17, 0, 151, 
17, 0, 152, 
17, 0, 153, 
17, 0, 154, 
17, 0, 155, 
17, 1, 156, 
17, 1, 157, 
17, 1, 158, 
